generator_mode,generator_confidence,generator_entropy
Maintain habits,0.3085574550832782,1.6424660133768583
Take a short break,0.39584198173630536,1.5848347242176042
Maintain habits,0.46866443757336335,1.4660768597857472
Maintain habits,0.39307105851087326,1.6066842605446399
Prepare for bed,0.30444859771131144,1.672088231576128
Take a short break,0.35096481257639683,1.5588290448333377
Prepare for bed,0.5990410471413133,1.2644207019746316
Prepare for bed,0.37571705360025276,1.6230587339534956
Take a short break,0.33964031358409014,1.4507273096227502
Maintain habits,0.5920564088883834,1.310168338970089
Take a short break,0.42335910387803477,1.580050022739872
Maintain habits,0.39273551955761105,1.531348900889768
Take a short break,0.36610445441246475,1.6414410241288233
Maintain habits,0.3399462780199125,1.6370762373212588
Take a short break,0.2772213702655381,1.6924218651261522
Take a short break,0.24219339851079366,1.693285948775805
Take a short break,0.345937126156086,1.6145242243923845
Maintain habits,0.3188051021915969,1.5711039855559896
Take a short break,0.3699789619034391,1.6259469038194552
Connect socially,0.4287580520144135,1.5177510889088972
Maintain habits,0.5265660447792991,1.364164052039873
Take a short break,0.25085483103382455,1.7540331971920329
Prepare for bed,0.46093263789907585,1.4843296288703436
Maintain habits,0.48477066524840057,1.4317337305338254
Prepare for bed,0.265966465375292,1.6953082893300904
Maintain habits,0.39018454897794247,1.4698090432126647
Connect socially,0.303024681741998,1.595956623218284
Maintain habits,0.3764881897337842,1.5514590406254951
Maintain habits,0.2996293535905988,1.6799982249918002
Take a short break,0.6697234084125275,1.1286803480951646
Connect socially,0.4098460590241699,1.3218566388307031
Take a short break,0.37406137553279634,1.5474026810593882
Maintain habits,0.3611371850997206,1.6428399384875065
Maintain habits,0.37002434590263855,1.5165888074499594
Stay active,0.24357954523923914,1.7181642948123452
Reduce screen time,0.26198341559890637,1.6865962910248715
Prepare for bed,0.5629081690944508,1.3585009540233923
Stay active,0.2237913502725126,1.7624862104768884
Connect socially,0.48598685586869855,1.4998227513709366
Maintain habits,0.3912261866048735,1.6004020359483306
Maintain habits,0.3672235671540747,1.4959513878889268
Maintain habits,0.2314311821983852,1.761983933884817
Maintain habits,0.3587786183462732,1.6508163092434247
Reduce screen time,0.29742408763167555,1.6993638040475179
Maintain habits,0.3766494096388305,1.620876914546693
Prepare for bed,0.3665464506896393,1.5546808609151719
Maintain habits,0.34573170704504624,1.5371521669840331
Reduce screen time,0.24324371498667494,1.718358778374355
Prepare for bed,0.42792868646174975,1.540127720866107
Maintain habits,0.4310010024318705,1.4234562415893235
Maintain habits,0.27380913137872903,1.734978684607394
Maintain habits,0.4611081895967922,1.4277373440562893
Take a short break,0.25850591530674655,1.7296653387782615
Prepare for bed,0.36877081336711454,1.4444833426113528
Take a short break,0.29051224972045536,1.6473015095098793
Maintain habits,0.37685419694744443,1.560524961581483
Connect socially,0.4308140710801729,1.5055666991614602
Stay active,0.24923791226031242,1.702487958499641
Connect socially,0.28302764501617983,1.6185952794412164
Prepare for bed,0.27384698698061327,1.674559077668723
Connect socially,0.4814498555573345,1.4904025411928237
Maintain habits,0.39637779041327625,1.6044779110537815
Take a short break,0.39108968110451314,1.6392236371298108
Connect socially,0.4039735019806018,1.402538993089451
Take a short break,0.30297628562064666,1.6174510020692567
Take a short break,0.30619309772477893,1.690133753693456
Stay active,0.2744346692747099,1.6982189604461222
Maintain habits,0.36303135744625736,1.5007156806141049
Stay active,0.2442551577318667,1.6774947745200934
Maintain habits,0.5742236895572207,1.3246066170401447
Stay active,0.29386323685614324,1.7139577134891866
Maintain habits,0.38003864878823146,1.5645103014555546
Take a short break,0.24196773736070032,1.7249003144667772
Take a short break,0.49047599991915086,1.4964827329827242
Stay active,0.2864705554039341,1.646384871463495
Connect socially,0.3822826459626918,1.5831001048685536
Stay active,0.28612419139990247,1.7334092321956993
Maintain habits,0.26522820598877145,1.7448618319247629
Reduce screen time,0.2557889842446382,1.6792572800249217
Take a short break,0.35467900774189937,1.5620578289381704
Prepare for bed,0.3861527319182096,1.572701746343861
Maintain habits,0.37378074414386137,1.5303023889710188
Stay active,0.28387833231069415,1.716187567200833
Stay active,0.3892390442195719,1.6061299486387346
Maintain habits,0.3633106614055848,1.57308753968172
Connect socially,0.2695265856275563,1.7179395205629255
Reduce screen time,0.29203740697010316,1.6719838707824977
Reduce screen time,0.27202202320599717,1.7338988383408673
Maintain habits,0.3783055012420963,1.62844760948377
Maintain habits,0.43899830908876686,1.5678599016926336
Maintain habits,0.39701726482664945,1.6235294987014468
Take a short break,0.4816271623468004,1.4395353252163827
Prepare for bed,0.3854652828916025,1.5974633847116801
Maintain habits,0.3439018370269184,1.5591992833911048
Connect socially,0.5404363676598316,1.3780755560468891
Stay active,0.34474393243102675,1.5613973452768295
Maintain habits,0.4776921102875932,1.5281628722341043
Connect socially,0.4876235626276557,1.4605897746998027
Prepare for bed,0.38468281224502027,1.5981108318123491
Connect socially,0.38925502771803216,1.580211034233464
Take a short break,0.22894689175251767,1.752130315675688
Maintain habits,0.468808874878911,1.5004699429549377
Maintain habits,0.43284240178055255,1.5445134518665893
Stay active,0.2804540783720516,1.5826311958970454
Maintain habits,0.2768799627301496,1.631987771520563
Take a short break,0.47979903348152586,1.516411603208266
Maintain habits,0.26647393377131345,1.7100864773991302
Connect socially,0.4359018629699524,1.508046854346019
Connect socially,0.2834183245675096,1.6906386942703548
Take a short break,0.2897515389628255,1.6723998313556088
Stay active,0.337217007762395,1.6676707471036438
Take a short break,0.38500161087128687,1.5394964717551205
Connect socially,0.4091383403684999,1.4942860993511038
Maintain habits,0.34674116223729057,1.6580685307724323
Take a short break,0.4888220468989914,1.4597897460438851
Stay active,0.3042602696988302,1.6196192646685097
Maintain habits,0.3216587831799363,1.6316652070548918
Stay active,0.39152319322090773,1.6110417913213615
Reduce screen time,0.27887085964092195,1.6938497615130284
Prepare for bed,0.3008526954260353,1.6863956898008228
Stay active,0.3273640704038384,1.686792576016538
Reduce screen time,0.28794068076430973,1.677979493947895
Take a short break,0.46601734827216046,1.4208583718967667
Maintain habits,0.43357589136205815,1.523475353508755
Connect socially,0.4957265674590809,1.3868986476452423
Prepare for bed,0.396318011446512,1.568886474105979
Connect socially,0.46236716951123163,1.459252571468355
Maintain habits,0.47690413779949725,1.407316175897006
Prepare for bed,0.24707694191684382,1.7187395525078213
Maintain habits,0.34753158839025483,1.596253923953447
Stay active,0.26522022034990445,1.7059553857709329
Stay active,0.33039202681447805,1.6111619666363448
Stay active,0.33227848347430644,1.665374176125686
Take a short break,0.2987536153277323,1.7099725477211665
Prepare for bed,0.5050240500137853,1.4300994312233548
Connect socially,0.29100965479277047,1.7011492920224933
Maintain habits,0.3286038981641196,1.6059974002426654
Stay active,0.3855334046528833,1.5249418483803032
Take a short break,0.23017088316722786,1.724323656176721
Maintain habits,0.4247578720994554,1.484968175750881
Connect socially,0.40743468067751026,1.5552555059930673
Maintain habits,0.2782035468220844,1.6184256236705596
Stay active,0.2678739899301471,1.6716044954589089
Stay active,0.2819312162666338,1.6310830891627928
Take a short break,0.3970369960606987,1.5313085602442575
Maintain habits,0.3016813523412264,1.6692606813989492
Maintain habits,0.41031549068488155,1.5953657064596043
Maintain habits,0.4331434913991433,1.4119321514921035
Prepare for bed,0.334342733568343,1.5968178420159644
Connect socially,0.498750248958608,1.3924401398973734
Stay active,0.261050770599823,1.7041652821094957
Maintain habits,0.37810640560480807,1.5977011643336054
Connect socially,0.47031317254825383,1.5129741392188285
Maintain habits,0.5936903379446357,1.2998971155914163
Maintain habits,0.34118670371229093,1.5694900856338139
Take a short break,0.27536968401621853,1.6990335436316868
Maintain habits,0.43294930816434934,1.5406928685674983
Stay active,0.28112388675211514,1.659666646360462
Reduce screen time,0.2323872305515135,1.749427146079391
Take a short break,0.3619536287117501,1.6285670459141728
Stay active,0.24868129909397305,1.760226051652972
Take a short break,0.40600711609629375,1.5249928950023899
Maintain habits,0.5714353749481975,1.3683789181808914
Maintain habits,0.24984053554259383,1.7401957798970777
Connect socially,0.5070520661411642,1.4237646889150772
Connect socially,0.28058639714652606,1.6402813874273534
Take a short break,0.26882412295879055,1.6987127147070482
Maintain habits,0.4094680077348018,1.5907966522902102
Reduce screen time,0.2585959603389132,1.6872645355230316
Maintain habits,0.2751578762259372,1.7057086285296976
Stay active,0.24140518945245085,1.7340264969018189
Maintain habits,0.30706155068705393,1.654843000102024
Stay active,0.28184076426376714,1.6834015282813848
Maintain habits,0.2700994478258815,1.6418887725395528
Take a short break,0.38227486385944154,1.5974167157092096
Maintain habits,0.4212135118661624,1.5725524880337836
Maintain habits,0.40685842620346496,1.5845138764941906
Connect socially,0.31677638041335304,1.6268573549431316
Prepare for bed,0.31858221944415904,1.695943676496736
Maintain habits,0.3230868898766761,1.6112889327447564
Take a short break,0.4131578051992231,1.5068303499113007
Take a short break,0.3900940236418381,1.6362805044205697
Take a short break,0.33388649892812156,1.5814139360863604
Prepare for bed,0.3231999315531126,1.6183227266918547
Prepare for bed,0.29323998598408557,1.6608696892190882
Prepare for bed,0.6936571025730939,1.041601325805266
Maintain habits,0.7012522185048318,1.0512976221170516
Maintain habits,0.3255388874344965,1.6470771874773225
Maintain habits,0.5778819645087911,1.308238424232388
Take a short break,0.6309814631011221,1.237720453246863
Take a short break,0.44641404886304425,1.5233112015331418
Prepare for bed,0.605353251079187,1.2190608471910054
Take a short break,0.2883854100237508,1.6509462649889406
Connect socially,0.29810861881984946,1.6845963866719684
Prepare for bed,0.5046992913528424,1.4542773609891633
Take a short break,0.3314496934853467,1.6655333370734333
Reduce screen time,0.24071656184007617,1.7175393644804975
Maintain habits,0.42092205186290516,1.5572525407368052
Stay active,0.3621351064413415,1.655209423350284
Connect socially,0.24514352946662404,1.735406105781508
Maintain habits,0.29272363889252695,1.6696457421537865
Stay active,0.2429310978908378,1.690849224275707
Maintain habits,0.5286832227952517,1.385898565128489
Take a short break,0.518277534631556,1.3973963365297015
Stay active,0.26019162432772547,1.6697671911090641
Take a short break,0.41170580078147323,1.4446948330978506
Stay active,0.35865087501632315,1.6661837639350527
Maintain habits,0.5259745569958504,1.4348570768951512
Reduce screen time,0.23285934224802313,1.757298485361812
Reduce screen time,0.2959881679670195,1.6605146293799218
Connect socially,0.47385433632530954,1.3150777506071543
Reduce screen time,0.25613752832260545,1.6580367738728194
Connect socially,0.24704174231355605,1.743618903439046
Take a short break,0.27272812519400813,1.6663581591963565
Take a short break,0.2354126450903485,1.725785651539083
Maintain habits,0.25168542432024643,1.67970313283727
Connect socially,0.29656788576320786,1.586545203776748
Connect socially,0.48670865637843325,1.4728139317972295
Reduce screen time,0.24876530882469544,1.7521391105119517
Reduce screen time,0.245497124739602,1.7552757268139703
Maintain habits,0.40427517599310975,1.567701843170446
Maintain habits,0.4732134226893912,1.500527254443425
Connect socially,0.338810793888501,1.6013095043859273
Take a short break,0.5968554319836199,1.276797855182444
Maintain habits,0.3021438162799037,1.6656261599167708
Connect socially,0.48694349418326566,1.427068232185249
Take a short break,0.3157763558795076,1.6041998751775646
Connect socially,0.39495483472356857,1.5736512021163243
Maintain habits,0.3794946810588512,1.5584350390670385
Maintain habits,0.5227721521081873,1.427428000070196
Stay active,0.34967755435786196,1.6296849950835701
Maintain habits,0.1885955476763255,1.7832713473016977
Stay active,0.26791686100377005,1.646336510738497
Stay active,0.2949096026831103,1.6708323968929775
Maintain habits,0.3924625917967942,1.58801771624305
Stay active,0.28759965528316417,1.6605950643980463
Maintain habits,0.4115921584803926,1.5368405412217783
Maintain habits,0.30097125562648164,1.5963193539713751
Take a short break,0.32818248925313737,1.6765284302392869
Maintain habits,0.3602178433213714,1.5201026671352054
Stay active,0.29846315253036293,1.6306866179909945
Maintain habits,0.35443853750072385,1.5934452056808004
Maintain habits,0.394338521347264,1.5569408914965681
Stay active,0.24762973088667198,1.7416237509447552
Stay active,0.32006325119009116,1.641088559268477
Take a short break,0.29326210491544985,1.6582325794194748
Stay active,0.2573378507725649,1.7388671298466722
Stay active,0.2745755939255789,1.6839952543373846
Maintain habits,0.4865436661181991,1.4524844671152934
Connect socially,0.2849463988249739,1.6784913070132206
Stay active,0.27283060422570193,1.6551455842638565
Connect socially,0.34762013146703363,1.5871028148092048
Connect socially,0.4465865538174485,1.514241268493738
Maintain habits,0.3470509780384285,1.581233842096505
Take a short break,0.3193260313708299,1.6044724331919538
Maintain habits,0.47731825536911493,1.486677822627763
Maintain habits,0.3314049742993983,1.6210759729136408
Maintain habits,0.29825656663891936,1.6633399152001305
Maintain habits,0.4664405779448689,1.475002299558133
Connect socially,0.5099969040843529,1.4234455203168577
Take a short break,0.32007212377561134,1.676635040223144
Reduce screen time,0.27045114424796807,1.6436538594196153
Maintain habits,0.373164847028782,1.6083024875914846
Take a short break,0.41780467594591575,1.5187506417559482
Stay active,0.2263976947587789,1.7339507685885938
Reduce screen time,0.322919368840481,1.6470298316192415
Maintain habits,0.45895164401049204,1.5212985720111725
Stay active,0.21928075552630222,1.732309439570824
Stay active,0.2524326562514565,1.669918008064375
Take a short break,0.273826147931453,1.5800373379873005
Stay active,0.24977928439909566,1.7042043103497524
Maintain habits,0.5088981170827209,1.4328609769206877
Maintain habits,0.4710734846603203,1.4847686588173032
Connect socially,0.2663551051505957,1.6481919643605842
Take a short break,0.24723099522045736,1.663937064162379
Maintain habits,0.39965335134743735,1.602999732577864
Take a short break,0.5112571901971302,1.446732411355238
Connect socially,0.29336077289476953,1.6675057024388638
Maintain habits,0.6724181384051043,1.1457765209038997
Maintain habits,0.25695635536488726,1.7069069991962775
Maintain habits,0.33120362526111674,1.6278832255219862
Maintain habits,0.3533165651089501,1.587522151407384
Connect socially,0.4717132547206142,1.4364312160994173
Maintain habits,0.46506364249267357,1.5185051432648904
Take a short break,0.3257644596367202,1.6643387710138235
Prepare for bed,0.46554373531389026,1.5005265582580742
Prepare for bed,0.4929941141028875,1.4723389028568226
Connect socially,0.33760931275755396,1.6130574538872484
Maintain habits,0.35811077443406775,1.5870161396653975
Maintain habits,0.3127015894348009,1.5919042776591255
Maintain habits,0.545463763517805,1.3834812526634959
Maintain habits,0.3729728018575755,1.5765594914655354
Maintain habits,0.2616778527730649,1.6397415103695323
Maintain habits,0.3007237777260605,1.594358830577518
Stay active,0.28715706883512304,1.6622480199985423
Take a short break,0.41299464656617085,1.5900100095330045
Connect socially,0.4900192766239585,1.3495338897653109
Maintain habits,0.3200095209942079,1.5838132438239545
Maintain habits,0.3197554900870231,1.5779964840468272
Take a short break,0.3395257157443965,1.6372294957527398
Prepare for bed,0.3721236747555935,1.4679322453938886
Take a short break,0.3006954115169444,1.622723380995316
Stay active,0.2883042782794501,1.6558950406953428
Maintain habits,0.29055153828283103,1.6684699952352775
Reduce screen time,0.26731790527102406,1.7000849339961985
Stay active,0.26238742763624073,1.7062760918374873
Take a short break,0.32657372353680647,1.6737951250374503
Maintain habits,0.4127375918974475,1.5432259894616336
Connect socially,0.2701061069992393,1.685539333795028
Maintain habits,0.467113639361327,1.510536717100133
Prepare for bed,0.397773325493312,1.481124036879049
Prepare for bed,0.41805856217887144,1.437895836645162
Stay active,0.27536500485702714,1.7179758324512577
Connect socially,0.5066704951092723,1.4489320113260988
Connect socially,0.46212117589733354,1.536732866595837
Maintain habits,0.3069962306899749,1.7145567611768957
Maintain habits,0.4324064573254605,1.5619363369750778
Maintain habits,0.5109464795118274,1.4572826191465698
Prepare for bed,0.4807192449452627,1.4853307234322224
Take a short break,0.44752012933439994,1.5153544725654666
Maintain habits,0.4348657304599334,1.5528631150246424
Prepare for bed,0.41917026133101626,1.5212994584013777
Maintain habits,0.7504242145586097,0.9504100675184154
Maintain habits,0.4096172919021338,1.5318073626349533
Prepare for bed,0.2518306213333669,1.6952426262649374
Reduce screen time,0.294153829518988,1.6613757555275155
Reduce screen time,0.26885027297586644,1.718278736120204
Prepare for bed,0.33266210918574857,1.5247702056530448
Stay active,0.29294659361742814,1.6206254042923747
Stay active,0.28937075952331226,1.6700974055529962
Connect socially,0.25237629832834313,1.6099844942315977
Prepare for bed,0.4853372976498249,1.2989905426180712
Connect socially,0.4513383392454259,1.4757440219439437
Connect socially,0.49464075915284356,1.4740576666727283
Maintain habits,0.3403870585100005,1.6529477121558718
Stay active,0.26952522378798655,1.701133752420189
Take a short break,0.3445820958167428,1.6512948681884274
Take a short break,0.2500298597215739,1.681738002416994
Take a short break,0.35298434110655935,1.5731053024812753
Take a short break,0.49243669468158385,1.4322177150307607
Connect socially,0.2731176019452102,1.6841122633339665
Take a short break,0.2909977151077322,1.6736833176232138
Maintain habits,0.37977314120965333,1.6111635282862231
Maintain habits,0.2662062749046964,1.717132589909379
Prepare for bed,0.4219720861986477,1.5259364748660953
Stay active,0.2271027480398007,1.701329172205692
Maintain habits,0.3335426235696043,1.574248491818175
Maintain habits,0.6059640782077321,1.2693714425075246
Prepare for bed,0.39790664241960216,1.621043347263693
Take a short break,0.38318917569856226,1.5188106845475284
Maintain habits,0.48779167372517246,1.465994932882741
Maintain habits,0.3049692567106261,1.7038717850078933
Prepare for bed,0.2718187115151465,1.6981106678579478
Connect socially,0.36959320949512464,1.5435902602808902
Prepare for bed,0.4294855038829819,1.5451631183431314
Maintain habits,0.35020648366577317,1.6132242243204078
Connect socially,0.48323101896296844,1.4180884868719046
Take a short break,0.3451888401080217,1.4988255183120058
Maintain habits,0.2775398587328588,1.6970844642048575
Take a short break,0.33248419951256175,1.6748135580529167
Maintain habits,0.34785214430926353,1.6124126068340483
Maintain habits,0.343587253036332,1.6741664384625878
Take a short break,0.3008854428727891,1.5846602265738121
Maintain habits,0.34204592644102927,1.6551916385732028
Maintain habits,0.3553790256808232,1.6296331604658219
Prepare for bed,0.4395021681854686,1.3982781855652684
Connect socially,0.23502664030249923,1.7419287929789522
Connect socially,0.47718981581497005,1.274101381077092
Connect socially,0.385330174516232,1.607027393691551
Maintain habits,0.33545125888045807,1.6047686682984645
Maintain habits,0.22907003997504446,1.6994719524832744
Maintain habits,0.4498968403343221,1.5293888755534515
Take a short break,0.3956996627638537,1.6067151356074645
Prepare for bed,0.32408368007271976,1.634281365874521
Take a short break,0.3567367835778018,1.5226002584333576
Connect socially,0.23838686389246921,1.7558011735974712
Maintain habits,0.26182950773418356,1.7224312000359454
Take a short break,0.30316236523589724,1.6131807294919427
Take a short break,0.43247111362141316,1.5437813586195508
Connect socially,0.5056236405952524,1.4220129640954322
Maintain habits,0.27758527982405995,1.7023321103800861
Maintain habits,0.5847227421612419,1.343726827189433
Maintain habits,0.306048283658226,1.6129037781278628
Take a short break,0.2754141425147061,1.712963866921335
Maintain habits,0.417045230978243,1.5404289849471111
Prepare for bed,0.3589265857896438,1.663148614477768
Take a short break,0.3078906316438185,1.6869607186458015
Take a short break,0.4743453189599827,1.451186061112044
Take a short break,0.29032757879118504,1.630560841228839
Stay active,0.31018882707778694,1.6435080347224547
Maintain habits,0.3004918290012709,1.550414748286383
Stay active,0.25542761638095446,1.6744375197936974
Connect socially,0.45826199396544176,1.4814274888784265
Connect socially,0.25661589577196026,1.6363534642972861
Connect socially,0.5189916119421037,1.4548201439903214
Maintain habits,0.4293563413051393,1.5413484742354986
Maintain habits,0.2940939160470681,1.6230814991042835
Stay active,0.3106011703030139,1.6151874745773094
Take a short break,0.39953061919887245,1.5520950954614767
Reduce screen time,0.22341575536834485,1.726836941261329
Connect socially,0.5052823314489567,1.4507583946597586
Maintain habits,0.36489069863697304,1.6627599703654603
Connect socially,0.5171184458163792,1.3504370182758632
Reduce screen time,0.23876903491743479,1.7547217045892478
Maintain habits,0.42604303749393774,1.4689669311303004
Maintain habits,0.32567311940074645,1.654573720917361
Connect socially,0.46554983150124385,1.4477529025461466
Stay active,0.3272901532104136,1.6990108788467095
Maintain habits,0.431655497873704,1.581396668759903
Prepare for bed,0.314525413666813,1.6192902129340783
Maintain habits,0.39613956023509983,1.5959186430055394
Connect socially,0.26876690966271927,1.693393943820262
Reduce screen time,0.31928367477886577,1.6336065500852555
Prepare for bed,0.4346917977439975,1.466972556947671
Maintain habits,0.2914071303537047,1.629938298594237
Maintain habits,0.32919615593305135,1.5510767145030575
Connect socially,0.34431228988260004,1.647979834138462
Maintain habits,0.2813631439062729,1.6887839932836082
Connect socially,0.5427758601304267,1.3620554894140415
Maintain habits,0.37216125854942805,1.6343370924988776
Prepare for bed,0.3433812925928337,1.533967512121414
Connect socially,0.3819415064389169,1.5437217012249196
Connect socially,0.46805223801630075,1.4118955301048308
Take a short break,0.2296874878147699,1.7325564904326454
Maintain habits,0.30034752004254145,1.6223419564327854
Reduce screen time,0.30307637742874405,1.5919867092955386
Maintain habits,0.3128633975435345,1.6382047506708437
Take a short break,0.30103041050575763,1.6153803747111384
Take a short break,0.29578762609930004,1.6229784749520406
Maintain habits,0.33809240393040857,1.6675346624023397
Maintain habits,0.46095984235807375,1.479754536104751
Maintain habits,0.6791784397498435,1.1357622739496802
Take a short break,0.3123281469243874,1.7159303701985116
Stay active,0.36311429777269655,1.642106770482905
Take a short break,0.3382845817719564,1.5834852730368367
Maintain habits,0.35552745896957877,1.4873568182553358
Maintain habits,0.3089840955198715,1.6123744287528448
Stay active,0.3364225480269041,1.6461195171428722
Take a short break,0.3028359320149923,1.711957534708464
Take a short break,0.3926416764650598,1.6001393936088903
Take a short break,0.3207417349650339,1.6299350496734968
Maintain habits,0.28922379375490137,1.6439559005392317
Stay active,0.34645774416122493,1.640889771707113
Maintain habits,0.5719049869281563,1.3222613317158711
Maintain habits,0.3723741333650914,1.495374831937435
Maintain habits,0.5407578088984567,1.3282387095116164
Take a short break,0.3170085037432684,1.608618159024739
Maintain habits,0.25388032966948587,1.665395930354173
Maintain habits,0.46909642709576016,1.506189597352811
Maintain habits,0.379771677830106,1.5706354758871588
Maintain habits,0.3241644697328115,1.6505310717567077
Stay active,0.2489381056508424,1.7301172776767244
Take a short break,0.32681957784187343,1.5955320404220157
Maintain habits,0.3228535167428323,1.5970978857706233
Connect socially,0.281112567015241,1.718617795939211
Take a short break,0.284600894725705,1.638677243016071
Maintain habits,0.3879121434742246,1.5903234849357057
Stay active,0.2506532821685616,1.7431550837280674
Connect socially,0.2587176680991002,1.6985715668969494
Prepare for bed,0.4720711084864216,1.4497010438108928
Prepare for bed,0.5105234380804515,1.43173782556844
Take a short break,0.32219030514919433,1.5855848084016786
Stay active,0.299378059698315,1.6054141588741606
Take a short break,0.284990105248692,1.6747611388420185
Prepare for bed,0.46791045483024934,1.4447520630685458
Take a short break,0.3217645960170081,1.5880248429501846
Connect socially,0.4776674624169023,1.4701612375947364
Take a short break,0.24749995751307763,1.74566452092366
Take a short break,0.47942378954863746,1.4544640903957737
Stay active,0.3829563898750821,1.5939470847359993
Maintain habits,0.47619543116001173,1.506020044699509
Connect socially,0.5184143200008003,1.4329730069673134
Take a short break,0.6211547773377699,1.2289165097490755
Stay active,0.2861213028519754,1.6682386778282112
Connect socially,0.4042170126416508,1.5609642718240377
Maintain habits,0.2808025479384168,1.7169283623304046
Prepare for bed,0.31798709326637065,1.7161553099640832
Connect socially,0.4982184944157579,1.4771115671561756
Maintain habits,0.27919255837329177,1.699605041958321
Take a short break,0.47534030573427144,1.489836616867794
Take a short break,0.370939503727575,1.577198681609671
Maintain habits,0.3916231115064174,1.5706834718263714
Connect socially,0.4696507498830493,1.4886176076835642
Maintain habits,0.31324803934863726,1.6823146300619982
Stay active,0.32231441020526574,1.6921281081952815
Connect socially,0.2494771876159325,1.6604854638152187
Prepare for bed,0.54350225939222,1.3082679807867568
Connect socially,0.5315172320624165,1.3739635900787164
