sleep_need,evening_relevance,screen_load,stress_load,mood_need,energy_need,activity_need,connection_need,phone_context,cognitive_context,relaxation_context,exercise_context
0.7315014483404144,0.03444519566621118,0.6768814517874109,0.5,0.5,0.25,0.32579349373069394,0.5,0.0,1.0,0.0,0.0
0.4387301595799995,0.01672352256780961,0.8274216378282915,0.5,0.5,0.5,0.3991301241168047,0.25,1.0,0.0,0.0,0.0
0.45707107817416764,0.24766380113907163,0.4584477461926767,0.5,0.25,0.5,0.8603478165832398,0.25,0.0,1.0,0.0,0.0
0.9421907974212702,0.13565561497010006,0.18509708848974638,0.75,0.5,0.5,0.4886383197811632,0.25,0.0,1.0,0.0,0.0
0.602141010670943,0.5915484699393357,0.6875276942643583,0.25,0.5,0.5,0.36691963074516754,0.5,1.0,0.0,0.0,0.0
0.8836950308888823,0.40845153006066437,0.5275705960646011,0.75,0.5,0.75,0.45467026111147996,0.5,0.0,0.0,0.0,1.0
0.8077144180575918,0.00183972767992767,0.6309692025705435,0.75,0.5,0.5,0.6330803692548325,0.0,0.0,1.0,0.0,0.0
0.5339244612646561,2.16444305635747e-05,0.828500245519552,0.5,0.5,0.75,0.7034198346107552,1.0,1.0,0.0,0.0,0.0
0.7868587829542004,0.40845153006066437,0.5611472293545303,0.25,0.5,0.5,0.02455883491532799,0.25,0.0,1.0,0.0,0.0
0.5279869662960699,0.008043501028099882,0.7282687538059365,0.5,0.5,0.5,0.5340381803161751,0.75,1.0,0.0,0.0,0.0
0.4913824974274105,0.008043501028099882,0.5657607351147211,0.25,0.25,0.5,0.45467026111147996,0.5,0.0,0.0,0.0,1.0
0.9797239786184733,0.0004187666844443735,0.7990448121118323,0.75,0.75,1.0,0.693850254330627,0.75,1.0,0.0,0.0,0.0
0.3821959195758984,0.13565561497010006,0.7237129170453167,0.5,0.5,0.5,0.9065929952831678,0.25,0.0,1.0,0.0,0.0
0.6910553010528945,0.003851032355930255,0.7566247855710012,0.75,0.5,0.5,0.36691963074516754,1.0,0.0,0.0,1.0,0.0
0.38980168441405677,0.0008779548603740033,0.5775414787382962,0.75,0.5,0.5,0.2036499335022193,0.25,1.0,0.0,0.0,0.0
0.25437240934551547,0.03444519566621118,0.740373290436603,0.5,0.5,0.5,0.07585818002124355,0.5,0.0,1.0,0.0,0.0
0.9043336573423116,0.24766380113907163,0.6746936345534573,0.75,0.75,0.75,0.7812092545533487,0.5,0.0,0.0,1.0,0.0
0.6754927567386185,0.003851032355930255,0.49099563805451896,0.5,0.25,0.5,0.21879074544665134,0.0,0.0,0.0,0.0,1.0
0.4964162569831969,0.24766380113907163,0.6202652817663713,0.25,0.25,0.5,0.8900164455326726,0.5,0.0,0.0,1.0,0.0
0.6522328781928203,0.03444519566621118,0.7326991995117906,0.5,0.75,0.75,0.5340381803161751,0.75,1.0,0.0,0.0,0.0
0.22516846322564754,0.01672352256780961,0.6440158205989909,0.5,0.5,0.5,0.8242562571069199,0.5,0.0,1.0,0.0,0.0
0.8573566712921941,0.008043501028099882,0.6690571432787957,0.75,0.75,0.5,0.2871859013825026,0.5,0.0,1.0,0.0,0.0
0.675264187498745,0.0004187666844443735,0.7364798438203106,0.5,0.5,1.0,0.5677623235383435,0.25,0.0,1.0,0.0,0.0
0.6891534746586063,0.008043501028099882,0.7715736458034286,0.75,0.75,0.5,0.6330803692548325,1.0,0.0,0.0,0.0,1.0
0.20825165759727246,0.5915484699393357,0.7628706936470808,0.5,0.5,0.25,0.315889437906186,0.25,1.0,0.0,0.0,0.0
0.39362327494007937,0.00019969522400360197,0.625610131649742,0.25,0.25,0.75,0.9175179090752534,0.5,0.0,1.0,0.0,0.0
0.6748342991052855,0.7523361988609284,0.5779852364682214,0.75,0.25,0.5,0.8709169817721657,0.25,0.0,1.0,0.0,0.0
0.13112849313880756,0.00019969522400360197,0.6899202252086898,0.5,0.5,0.25,0.9103716966428353,0.5,1.0,0.0,0.0,0.0
0.2808113919841971,0.008043501028099882,0.7110295931398944,0.5,0.5,0.25,0.01438226512955346,1.0,0.0,1.0,0.0,0.0
0.6832942452852686,0.06961667267307138,0.8230981240732765,0.5,0.5,0.5,0.7399010923290019,0.25,1.0,0.0,0.0,0.0
0.7017062020303194,0.40845153006066437,0.5882304211810692,0.5,0.5,0.75,0.7485528706953373,0.75,0.0,0.0,1.0,0.0
0.4226179614451806,0.0004187666844443735,0.44232251391003463,0.25,0.5,0.5,0.7812092545533487,0.5,0.0,1.0,0.0,0.0
0.8533402077178236,0.0004187666844443735,0.5677406649112013,0.5,0.5,0.75,0.0031016107568629693,0.25,0.0,1.0,0.0,0.0
0.42058655571516596,0.13565561497010006,0.657761060566346,0.5,0.25,0.5,0.6641443758629773,0.0,0.0,1.0,0.0,0.0
0.3051491032409666,0.003851032355930255,0.4476001999076584,0.25,1.0,0.75,0.004070137715896128,0.75,0.0,1.0,0.0,0.0
0.5028666213916632,0.13565561497010006,0.5168950083569906,0.75,0.75,0.5,0.7485528706953373,0.25,0.0,1.0,0.0,0.0
0.6888617405178314,0.40845153006066437,0.45478106859543377,0.0,0.25,0.25,0.12405856789479193,0.25,0.0,1.0,0.0,0.0
0.7575270803285085,9.521676958638512e-05,0.5044597945493842,0.25,0.0,0.5,0.08248209092474645,0.0,0.0,0.0,1.0,0.0
0.4805627362485184,0.40845153006066437,0.6866925751519319,0.25,0.5,0.75,0.7963500664977807,0.25,0.0,1.0,0.0,0.0
0.3951136406028576,4.5397868702434395e-05,0.5975834877095827,0.5,0.5,0.5,0.5227116332606392,0.75,0.0,1.0,0.0,0.0
0.09396660442557848,0.5915484699393357,0.6564956762173801,0.25,0.25,0.5,0.15685486172036478,0.0,0.0,1.0,0.0,0.0
0.8458587673521268,0.8643443850299,0.6431925544431878,0.5,0.5,0.5,0.9175179090752534,1.0,0.0,1.0,0.0,0.0
0.4850287497442078,0.13565561497010006,0.387041774495551,0.25,0.5,0.75,0.34606900629112314,0.5,0.0,0.0,1.0,0.0
0.7400120151274024,0.8643443850299,0.670827277010926,0.5,0.75,0.5,0.5565748698973106,0.5,1.0,0.0,0.0,0.0
0.9743914932452018,0.40845153006066437,0.7310687333189225,0.75,0.5,1.0,0.46596181968382483,0.5,0.0,1.0,0.0,0.0
0.2973235418531868,9.521676958638512e-05,0.6195914045563912,0.25,0.5,0.25,0.7034198346107552,0.75,0.0,0.0,0.0,1.0
0.7354557660420448,2.16444305635747e-05,0.24774229301475315,0.75,0.75,0.5,0.9386168925965079,0.75,0.0,1.0,0.0,0.0
0.17494916108120914,4.5397868702434395e-05,0.7335400200751571,0.5,0.0,0.25,0.7812092545533487,0.25,0.0,1.0,0.0,0.0
0.42361972223328526,0.03444519566621118,0.4943859679352367,0.5,0.5,0.25,0.8106969983141019,0.25,0.0,0.0,1.0,0.0
0.4287440990591343,0.13565561497010006,0.4923858333653407,0.25,0.5,0.25,0.23472543980283014,0.5,0.0,1.0,0.0,0.0
0.760172666244367,0.03444519566621118,0.7906292418064453,0.25,0.5,0.25,0.7733408813212161,0.25,0.0,1.0,0.0,0.0
0.8003407389902352,0.13565561497010006,0.43859865526631414,0.25,0.25,0.5,0.47728836673936087,0.0,1.0,0.0,0.0,0.0
0.127456245173205,0.03444519566621118,0.6194499476024868,0.5,0.5,0.25,0.9065929952831678,0.75,1.0,0.0,0.0,0.0
0.5588211243358188,4.5397868702434395e-05,0.8346480463996033,0.5,0.5,0.5,0.32579349373069394,0.5,1.0,0.0,0.0,0.0
0.13234015979006014,0.00183972767992767,0.7424821021471406,0.25,0.25,0.5,0.8709169817721657,0.0,0.0,0.0,1.0,0.0
0.6596405256024234,0.8643443850299,0.8726560687143157,0.5,0.75,0.5,0.5565748698973106,0.5,0.0,1.0,0.0,0.0
0.3729567703155369,0.008043501028099882,0.5950503271950508,0.5,0.5,0.25,0.6435737061661269,0.5,0.0,0.0,0.0,1.0
0.47867234153862165,0.008043501028099882,0.731065454579319,0.75,0.25,0.75,0.5340381803161751,0.75,1.0,0.0,0.0,0.0
0.3198117180392117,0.0004187666844443735,0.7900018988220482,0.5,0.25,0.5,0.8106969983141019,0.0,1.0,0.0,0.0,0.0
0.9698616264664249,0.8643443850299,0.4768640945503716,0.75,0.75,1.0,0.6841105620938139,0.5,0.0,0.0,1.0,0.0
0.7659688444623042,0.00183972767992767,0.6885986542561311,0.75,0.5,0.5,0.02931223075135632,0.25,1.0,0.0,0.0,0.0
0.4891823875570341,0.13565561497010006,0.5419841878431748,0.5,0.5,0.5,0.7963500664977807,0.25,0.0,1.0,0.0,0.0
0.2258535663020075,4.5397868702434395e-05,0.5630899820761673,0.25,0.5,0.5,0.9208932163279934,0.5,1.0,0.0,0.0,0.0
0.24594363010861928,9.521676958638512e-05,0.6141433792478922,0.5,0.75,0.5,0.5,0.25,1.0,0.0,0.0,0.0
0.7612147628251973,0.24766380113907163,0.7021393862116734,0.5,0.5,0.5,0.8242562571069199,0.5,0.0,1.0,0.0,0.0
0.5253372941601382,0.13565561497010006,0.5604566161908879,0.25,0.5,0.5,0.8036225165352295,0.25,0.0,1.0,0.0,0.0
0.034116817221689195,0.13565561497010006,0.7282462196044333,0.5,0.25,0.0,0.7034198346107552,0.5,1.0,0.0,0.0,0.0
0.5869901214829775,0.00183972767992767,0.598318070836825,0.5,0.5,0.5,0.007001912204441103,0.0,0.0,1.0,0.0,0.0
0.7140228303044327,0.8643443850299,0.6978852853637885,0.75,0.5,0.5,0.8807970779778823,0.5,0.0,1.0,0.0,0.0
0.420180598873256,0.06961667267307138,0.811570686457803,0.75,0.25,0.75,0.2036499335022193,0.5,1.0,0.0,0.0,0.0
0.5500851749695734,0.8643443850299,0.5160271513729311,0.25,0.5,0.5,0.6841105620938139,0.25,0.0,0.0,0.0,1.0
0.5723730908032397,0.0004187666844443735,0.6649649409518842,0.5,0.5,0.25,0.7485528706953373,0.25,0.0,0.0,1.0,0.0
0.49985702759447875,0.01672352256780961,0.7816252651650999,0.75,0.25,0.75,0.7399010923290019,0.25,1.0,0.0,0.0,0.0
0.7922840165887477,0.008043501028099882,0.5631310923094994,0.5,0.25,0.5,0.7399010923290019,0.5,0.0,1.0,0.0,0.0
0.7899115457538423,0.24766380113907163,0.8347247642253441,0.75,0.75,0.75,0.8106969983141019,0.5,1.0,0.0,0.0,0.0
0.15017806715644821,0.24766380113907163,0.6058094411850156,0.75,0.5,0.5,0.9065929952831678,0.75,1.0,0.0,0.0,0.0
0.8788472093080162,0.03444519566621118,0.7446150123111812,0.75,0.75,0.75,0.06405478674766914,1.0,0.0,0.0,0.0,1.0
0.8664277142258365,2.16444305635747e-05,0.7877467808235654,0.75,0.75,0.75,0.8854875194677769,0.0,1.0,0.0,0.0,0.0
0.6199358207940509,0.0008779548603740033,0.5529611468353921,0.75,0.5,0.5,0.7220283862407638,0.25,0.0,0.0,0.0,1.0
0.854388549395591,9.521676958638512e-05,0.8069502275617766,0.75,0.75,1.0,0.5340381803161751,0.5,0.0,0.0,1.0,0.0
0.47617196655066457,0.40845153006066437,0.4595564505006081,0.25,0.25,0.75,0.6641443758629773,0.5,0.0,0.0,1.0,0.0
0.5722413338240777,0.003851032355930255,0.6707476344128821,0.75,0.75,0.5,0.7399010923290019,1.0,0.0,1.0,0.0,0.0
0.42808100856408443,0.00019969522400360197,0.5343614492651578,0.5,0.5,0.75,0.9140120326007685,0.5,1.0,0.0,0.0,0.0
0.19043789327766447,0.008043501028099882,0.6264511815344608,0.5,0.25,0.5,0.16925603265336728,0.0,0.0,0.0,1.0,0.0
0.37235916113674855,9.521676958638512e-05,0.5820212504884323,0.5,0.25,0.5,0.5565748698973106,0.5,0.0,0.0,1.0,0.0
0.3089036939222604,0.8643443850299,0.534598617758969,0.5,0.25,0.5,0.7128140986174973,0.5,0.0,1.0,0.0,0.0
0.946199525581041,0.003851032355930255,0.7638156119312332,0.5,1.0,0.75,0.7220283862407638,0.5,1.0,0.0,0.0,0.0
0.5074652209634481,0.7523361988609284,0.7421447685806154,0.5,0.25,0.75,0.10561238236246605,0.75,1.0,0.0,0.0,0.0
0.9035381204551971,0.13565561497010006,0.7914091878719456,0.5,0.5,0.75,0.9386168925965079,0.5,1.0,0.0,0.0,0.0
0.39900656219395675,0.06961667267307138,0.6951167674161991,0.25,0.25,0.75,0.2871859013825026,0.75,1.0,0.0,0.0,0.0
0.2657349701003701,0.03444519566621118,0.47134701143792523,0.25,0.5,0.25,0.9140120326007685,0.5,0.0,1.0,0.0,0.0
0.904313448043066,0.13565561497010006,0.7086838271038596,0.5,0.75,0.5,0.26009890767099814,0.0,0.0,0.0,0.0,1.0
0.9550539022656348,0.13565561497010006,0.7719661727381439,0.5,0.25,0.5,0.8657202330906789,0.5,0.0,0.0,1.0,0.0
0.7079387134977946,2.16444305635747e-05,0.6208280869744367,0.75,0.75,0.25,0.18242552380635635,0.25,0.0,1.0,0.0,0.0
0.4128057940439728,0.5915484699393357,0.745679014943354,0.75,1.0,1.0,0.36691963074516754,1.0,0.0,0.0,1.0,0.0
0.602713913960482,0.008043501028099882,0.8169736567533717,1.0,0.75,0.75,0.8986048543325192,0.5,0.0,0.0,1.0,0.0
0.7966498228478792,0.008043501028099882,0.7754101434466653,0.5,0.5,0.75,0.45467026111147996,0.25,0.0,1.0,0.0,0.0
0.5974268637850354,0.01672352256780961,0.6732533823787179,0.5,0.5,0.5,0.6330803692548325,0.5,0.0,0.0,1.0,0.0
0.9253660093423905,0.13565561497010006,0.5955737318703668,0.25,0.75,0.5,0.9241418199787566,0.75,0.0,1.0,0.0,0.0
0.4520793960665167,0.008043501028099882,0.4076584899051453,0.5,0.25,0.25,0.01098694263059318,0.75,0.0,0.0,0.0,1.0
0.7103308233968675,0.008043501028099882,0.7954162982400191,0.5,0.5,0.75,0.8036225165352295,1.0,1.0,0.0,0.0,0.0
0.27190701823317287,9.521676958638512e-05,0.5691149104223296,0.75,0.5,0.5,0.7485528706953373,0.0,0.0,0.0,1.0,0.0
0.9198932637276076,0.01672352256780961,0.7319567010191546,0.5,0.5,0.75,0.7310585786300049,1.0,0.0,1.0,0.0,0.0
0.6410397620083984,0.0004187666844443735,0.48825596732807264,0.5,0.5,0.75,0.7128140986174973,1.0,0.0,1.0,0.0,0.0
0.7434203511691504,0.40845153006066437,0.7796621114094759,1.0,0.75,1.0,0.8307439673466327,0.25,0.0,1.0,0.0,0.0
0.3504020805511019,0.008043501028099882,0.6533239990214837,0.5,0.25,0.5,0.9103716966428353,0.5,1.0,0.0,0.0,0.0
0.8376876270304602,0.7523361988609284,0.5050386460486395,0.5,0.5,0.5,0.693850254330627,0.5,0.0,0.0,1.0,0.0
0.9595965598560154,0.13565561497010006,0.6833497152783053,0.75,0.75,0.5,0.9241418199787566,0.5,0.0,1.0,0.0,0.0
0.4811496478621696,0.24766380113907163,0.5242391124641912,0.5,0.5,0.5,0.8807970779778823,0.0,0.0,1.0,0.0,0.0
0.9054761041364923,0.7523361988609284,0.5542992224397736,0.75,0.5,0.75,0.8490632396471,0.0,0.0,0.0,1.0,0.0
0.7037515124573285,0.00183972767992767,0.7286333146728075,0.75,0.5,0.5,0.9208932163279934,0.0,0.0,1.0,0.0,0.0
0.5563005960421638,0.06961667267307138,0.5434908137493609,0.75,0.5,0.5,0.7310585786300049,0.5,0.0,0.0,0.0,1.0
0.9704092108107533,4.5397868702434395e-05,0.7868381622989717,0.5,0.5,0.75,0.1757437428930801,0.75,1.0,0.0,0.0,0.0
0.8914668138468385,0.00019969522400360197,0.696187241801123,0.25,0.5,0.75,0.6641443758629773,0.25,0.0,1.0,0.0,0.0
0.3495044267919373,0.008043501028099882,0.6833715479988088,0.5,0.25,0.25,0.2266591186787839,0.25,1.0,0.0,0.0,0.0
0.2471519991008456,0.13565561497010006,0.6074525800850608,0.75,0.5,0.5,0.44342513010268936,0.5,0.0,0.0,0.0,1.0
0.7013751636051068,0.40845153006066437,0.5673743324164233,0.5,0.5,0.5,0.5113616802188369,0.5,0.0,0.0,1.0,0.0
0.8864338190207648,0.00183972767992767,0.5516375515160135,0.25,0.5,0.5,0.3775406687981454,0.5,0.0,0.0,1.0,0.0
0.07310572894282469,0.24766380113907163,0.6572962073145742,0.5,0.5,0.5,0.9272675528437321,1.0,0.0,1.0,0.0,0.0
0.5756871314253497,0.00183972767992767,0.7708184249409205,0.75,0.75,0.75,0.8242562571069199,0.5,1.0,0.0,0.0,0.0
0.2711253690060899,2.16444305635747e-05,0.7061799504533905,1.0,0.75,0.25,0.4100795907374461,0.0,0.0,1.0,0.0,0.0
0.8195283626570096,9.521676958638512e-05,0.7769209468702623,0.75,0.5,0.5,0.7220283862407638,0.25,0.0,1.0,0.0,0.0
0.801033825195824,0.06961667267307138,0.7496839298462965,0.5,0.5,0.5,0.8175744761936437,0.75,1.0,0.0,0.0,0.0
0.3606726000512098,0.03444519566621118,0.7671227777235707,0.5,0.5,0.25,0.0083863575581474,0.5,0.0,0.0,1.0,0.0
0.7228914214594897,0.003851032355930255,0.6229921250421206,0.75,0.75,0.75,0.8106969983141019,1.0,0.0,0.0,0.0,1.0
0.6070537850742634,2.16444305635747e-05,0.6657889770783265,0.5,0.5,0.5,0.8036225165352295,0.5,0.0,1.0,0.0,0.0
0.5724739807344651,0.06961667267307138,0.8552403835472905,0.5,0.5,0.5,0.674206506269306,0.5,0.0,0.0,1.0,0.0
0.2545592376450347,0.40845153006066437,0.7406128584658174,1.0,0.75,0.25,0.7888790493992365,1.0,0.0,1.0,0.0,0.0
0.7245275785323875,9.521676958638512e-05,0.7326167088258986,0.75,0.25,0.75,0.7034198346107552,0.0,1.0,0.0,0.0,0.0
0.5169396513837243,0.24766380113907163,0.7248241676372864,0.75,0.5,0.5,0.8036225165352295,0.25,0.0,1.0,0.0,0.0
0.630890899982326,0.13565561497010006,0.6794203027776371,0.0,0.0,0.5,0.8106969983141019,0.0,0.0,1.0,0.0,0.0
0.9261196134958056,0.03444519566621118,0.8281990619395689,0.5,0.75,0.75,0.7485528706953373,0.25,0.0,0.0,1.0,0.0
0.8541533249280387,9.521676958638512e-05,0.6001849253374757,0.0,0.0,0.5,0.6008698758831954,0.25,0.0,1.0,0.0,0.0
0.591876746797873,0.7523361988609284,0.5752365050599604,0.5,0.5,0.25,0.693850254330627,0.25,1.0,0.0,0.0,0.0
0.6455633577651663,0.03444519566621118,0.7352348786874812,0.5,0.5,0.75,0.9331655299833717,0.25,1.0,0.0,0.0,0.0
0.5988886212402756,0.01672352256780961,0.6046877230824,0.75,0.25,0.5,0.693850254330627,0.75,0.0,0.0,1.0,0.0
0.25150689436455437,0.40845153006066437,0.5751888343680076,0.5,0.5,0.25,0.7310585786300049,0.75,0.0,1.0,0.0,0.0
0.7554251963531743,0.40845153006066437,0.39511070295982054,0.75,0.5,0.5,0.0022582392014275205,0.5,0.0,0.0,1.0,0.0
0.1245451494057321,0.24766380113907163,0.7936450509486648,0.75,0.75,0.25,0.7652745601971698,0.25,1.0,0.0,0.0,0.0
0.7368521179651338,0.40845153006066437,0.7193275908286484,0.5,0.75,0.75,0.5340381803161751,1.0,0.0,0.0,1.0,0.0
0.8137415109508863,0.0004187666844443735,0.8072201728599474,0.75,0.5,0.75,0.3991301241168047,0.5,0.0,1.0,0.0,0.0
0.24031110331024474,0.24766380113907163,0.7538696488909773,0.25,0.25,0.25,0.757011372822882,0.0,1.0,0.0,0.0,0.0
0.4330571448389779,0.008043501028099882,0.7484626073275724,0.5,0.5,0.5,0.23472543980283014,0.75,0.0,1.0,0.0,0.0
0.16449967921079645,0.5915484699393357,0.6388078299291655,0.25,0.25,0.5,0.34606900629112314,0.5,0.0,0.0,1.0,0.0
0.9000737689104198,0.008043501028099882,0.536950052588618,0.5,0.5,0.25,0.10139514566748078,0.0,0.0,0.0,0.0,1.0
0.9326249982693193,9.521676958638512e-05,0.5369963107750055,0.5,0.75,0.5,0.5340381803161751,0.5,0.0,0.0,0.0,1.0
0.9817718605390959,0.01672352256780961,0.7545210309090665,1.0,0.75,0.75,0.015041030051032,1.0,0.0,1.0,0.0,0.0
0.9269431659512544,0.24766380113907163,0.7335996315952222,0.75,0.5,0.75,0.3775406687981454,0.25,0.0,1.0,0.0,0.0
0.9197066271667816,0.03444519566621118,0.7262643896043327,0.5,0.5,0.75,0.8657202330906789,0.0,0.0,1.0,0.0,0.0
0.5207036894167998,0.24766380113907163,0.5653002097933983,0.5,0.25,0.75,0.7888790493992365,0.75,0.0,1.0,0.0,0.0
0.5889746956738952,4.5397868702434395e-05,0.8462873527133755,0.75,0.75,0.5,0.6539309937088769,0.75,1.0,0.0,0.0,0.0
0.6262988366610626,0.0008779548603740033,0.6199788641375836,0.5,0.5,0.5,0.4886383197811632,0.5,0.0,0.0,1.0,0.0
0.9145018087281332,0.06961667267307138,0.6188771277656804,0.5,0.5,0.75,0.2036499335022193,0.5,0.0,0.0,0.0,1.0
0.27284157243457463,0.01672352256780961,0.6814717638994554,0.5,0.5,0.5,0.46596181968382483,0.25,1.0,0.0,0.0,0.0
0.47333598578468833,0.13565561497010006,0.6723526217001885,0.25,0.5,0.5,0.8307439673466327,0.0,0.0,1.0,0.0,0.0
0.939744713830966,0.7523361988609284,0.8155460056638749,0.5,0.75,0.75,0.18242552380635635,0.25,1.0,0.0,0.0,0.0
0.7728488855745578,0.13565561497010006,0.6530966478690945,0.5,0.5,0.5,0.23472543980283014,0.5,0.0,1.0,0.0,0.0
0.753743276536285,0.01672352256780961,0.6473855131212363,0.75,0.5,0.5,0.3775406687981454,0.25,0.0,1.0,0.0,0.0
0.1979285392695897,0.06961667267307138,0.4446781035013504,0.5,0.25,0.25,0.19637748346477038,0.25,0.0,1.0,0.0,0.0
0.6205441280933739,0.5915484699393357,0.7969712709567224,0.75,0.5,0.5,0.6841105620938139,0.5,0.0,1.0,0.0,0.0
0.6853290293131796,0.13565561497010006,0.43126553558569414,0.5,0.5,0.75,0.8490632396471,0.25,0.0,0.0,1.0,0.0
0.4644079568034864,0.40845153006066437,0.5947382812082308,0.25,0.5,0.5,0.7652745601971698,0.5,1.0,0.0,0.0,0.0
0.47016455100071586,0.003851032355930255,0.6925548332711546,0.5,0.25,0.5,0.08598796739923159,0.25,0.0,0.0,1.0,0.0
0.4451874181612011,0.24766380113907163,0.6469619210284623,0.25,0.5,0.25,0.7733408813212161,0.25,0.0,0.0,1.0,0.0
0.9393712810708935,0.0004187666844443735,0.7208854083198897,0.75,1.0,0.75,0.5677623235383435,1.0,0.0,1.0,0.0,0.0
0.5286504846133989,0.24766380113907163,0.6571502336343749,0.25,0.5,0.25,0.7888790493992365,0.5,0.0,1.0,0.0,0.0
0.05440252766952742,0.5915484699393357,0.3396750411855014,0.25,0.25,0.5,0.854796506280329,0.75,0.0,0.0,0.0,1.0
0.8752178428257458,0.5915484699393357,0.4291250449560384,0.75,0.75,0.75,0.7812092545533487,0.5,0.0,1.0,0.0,0.0
0.26290194161818664,0.00019969522400360197,0.49305752422337634,0.5,0.5,0.25,0.7128140986174973,0.5,1.0,0.0,0.0,0.0
0.5030065159996752,0.40845153006066437,0.8656175905032806,0.75,0.25,0.75,0.5,0.0,1.0,0.0,0.0,0.0
0.7081284808227771,0.00019969522400360197,0.40859431553510506,0.5,0.5,0.5,0.11451248053222307,0.5,0.0,0.0,0.0,1.0
0.8727356322604009,0.03444519566621118,0.6812294323454237,0.75,0.5,0.75,0.8807970779778823,0.25,1.0,0.0,0.0,0.0
0.3656095699543586,0.13565561497010006,0.7557693961058427,0.75,0.75,0.5,0.46596181968382483,0.5,0.0,1.0,0.0,0.0
0.774510844435354,0.03444519566621118,0.74692707261571,0.5,0.25,0.5,0.9208932163279934,0.75,0.0,0.0,1.0,0.0
0.5606599959460017,0.008043501028099882,0.5595800935783635,0.75,0.25,0.5,0.8854875194677769,0.5,0.0,1.0,0.0,0.0
0.555057300346623,0.13565561497010006,0.5490854267689533,0.5,0.5,0.5,0.44342513010268936,0.75,0.0,0.0,1.0,0.0
0.8743235261041503,0.13565561497010006,0.6454023796875532,0.0,0.5,0.75,0.8986048543325192,0.25,0.0,1.0,0.0,0.0
0.640083506896869,0.06961667267307138,0.5800625253391327,0.25,0.25,0.5,0.8242562571069199,0.5,0.0,0.0,1.0,0.0
0.4711938796263009,0.06961667267307138,0.7710505939018545,0.75,0.5,0.5,0.8943876176375339,0.25,1.0,0.0,0.0,0.0
0.6922760277353381,0.24766380113907163,0.8916036590148053,1.0,1.0,0.75,0.34606900629112314,0.25,1.0,0.0,0.0,0.0
0.953533739838754,0.01672352256780961,0.6809152238454148,0.5,0.75,0.75,0.6539309937088769,0.5,1.0,0.0,0.0,0.0
0.40941622449023096,9.521676958638512e-05,0.5558915482728254,0.5,0.25,0.25,0.4886383197811632,0.5,0.0,1.0,0.0,0.0
0.5130827591319005,0.06961667267307138,0.7773987219964761,1.0,0.75,0.5,0.9103716966428353,0.5,1.0,0.0,0.0,0.0
0.4803723880025353,0.24766380113907163,0.1408939542157539,0.5,0.5,0.25,0.6330803692548325,0.25,0.0,1.0,0.0,0.0
0.593267556072459,0.003851032355930255,0.7417019245357468,0.75,0.25,0.25,0.5227116332606392,0.25,1.0,0.0,0.0,0.0
0.785384604836327,0.0004187666844443735,0.5368620957785608,0.75,0.75,0.75,0.7733408813212161,0.5,0.0,1.0,0.0,0.0
0.907321888100537,0.5915484699393357,0.8451987491693779,0.75,1.0,0.75,0.8709169817721657,1.0,1.0,0.0,0.0,0.0
