generator_mode,generator_confidence,generator_entropy
Connect socially,0.39127303207676967,1.5392118815973417
Take a short break,0.22389767872084004,1.7182333178661227
Take a short break,0.6026821194802522,1.2446063020577904
Take a short break,0.42907262534243884,1.5717346985528913
Connect socially,0.24592198719120487,1.7321674631242974
Maintain habits,0.4089644035674892,1.5597583147201888
Connect socially,0.5721724766946362,1.2943386767505423
Take a short break,0.2773959634850957,1.6916054256828392
Stay active,0.22648070578210286,1.7501755551487368
Connect socially,0.39155665826130576,1.4437707503169224
Take a short break,0.24008626582546844,1.6541197105748202
Take a short break,0.40750509663084805,1.5843676685494121
Maintain habits,0.3795687480281408,1.561379971323187
Stay active,0.2738890302488582,1.742237225563736
Maintain habits,0.3925538696939435,1.6207395338947923
Prepare for bed,0.3353651585962562,1.6336204469675748
Stay active,0.306194332408671,1.6726272890034792
Connect socially,0.2462428223232765,1.7076338061842617
Connect socially,0.25932821016524804,1.6977148025022628
Maintain habits,0.2741165108399847,1.618866237537604
Reduce screen time,0.26557313220719786,1.6713436607730454
Connect socially,0.47456486571888185,1.5136670290734988
Take a short break,0.5061407396000234,1.4710359221478797
Maintain habits,0.37211830106472815,1.4982654474287738
Connect socially,0.27952706565521845,1.5986047345465315
Maintain habits,0.4417714332492809,1.5756859991662306
Maintain habits,0.44043455279035587,1.525570125641946
Connect socially,0.257489095544706,1.692940361638936
Take a short break,0.5006798815179344,1.221947268618018
Take a short break,0.48762856205488914,1.4660962032492095
Take a short break,0.34165983867698885,1.608911976810263
Take a short break,0.298735272954325,1.6923031539892208
Connect socially,0.3062812473171727,1.6681123990393159
Maintain habits,0.33266816059148685,1.6892869171680382
Maintain habits,0.2421389713253392,1.692990533029257
Maintain habits,0.3668915471512838,1.598884914470443
Maintain habits,0.29277785620186336,1.6203750468863514
Prepare for bed,0.5633958176917927,1.293205392591172
Take a short break,0.29788238923957994,1.6678719431258462
Take a short break,0.466910762922303,1.4894720543719486
Maintain habits,0.5628944604322224,1.2877227390307757
Take a short break,0.337053795844975,1.6765265517231445
Stay active,0.3388297348373261,1.6440235246801156
Maintain habits,0.24736175384983614,1.7317109588367205
Maintain habits,0.4811061554964465,1.4943540422745805
Maintain habits,0.33046231666986525,1.5983734871842363
Connect socially,0.4574377130459822,1.3453294631653852
Maintain habits,0.26461418783142193,1.728694452424841
Maintain habits,0.36629131150319527,1.5503512217442146
Take a short break,0.37092717230452193,1.529107966919496
Maintain habits,0.33215584568034034,1.6420119208881163
Reduce screen time,0.3245088234733318,1.6187919427069364
Maintain habits,0.40369563522733604,1.5585666709489248
Stay active,0.25116250631188525,1.7139947203996604
Take a short break,0.43713891854480136,1.5438140674732093
Stay active,0.325431181920512,1.6835376532318729
Take a short break,0.40052785976501665,1.5607538817638456
Connect socially,0.31599615114242174,1.6645164753360366
Stay active,0.3108110283143882,1.6859438981264074
Stay active,0.3183112869686126,1.6458866083473263
Stay active,0.2714723869475679,1.673566462568309
Take a short break,0.34437274259804823,1.5982712773469845
Reduce screen time,0.21657128251388783,1.7782527760434095
Maintain habits,0.4109253902721326,1.5571624971709683
Take a short break,0.250140372446854,1.6844227798334646
Maintain habits,0.3960197481706416,1.5423443428280823
Maintain habits,0.3055324990503097,1.647704115091846
Take a short break,0.4846508486765488,1.4834132539458036
Connect socially,0.3751141610157861,1.5721015533320217
Take a short break,0.4456837056778333,1.5162281506450417
Stay active,0.2997802393865999,1.6601973358702722
Take a short break,0.2859546622342965,1.656009261882224
Maintain habits,0.3156106831453195,1.704319893746346
Take a short break,0.2657320220062619,1.7312340311608705
Take a short break,0.24697038211742348,1.659379087171642
Take a short break,0.36035038905580885,1.589180536694348
Prepare for bed,0.3185762081266384,1.689785805064797
Take a short break,0.39894797203830834,1.571370623182069
Stay active,0.2824147393702858,1.6746057786471633
Connect socially,0.524571686822927,1.3655937190560983
Connect socially,0.47043053344527963,1.503454299658488
Maintain habits,0.48024215658931013,1.4348192345764341
Prepare for bed,0.501267511918077,1.3932310518365578
Connect socially,0.29919535233310923,1.6693139021883878
Maintain habits,0.3484886517920528,1.6039146442173997
Prepare for bed,0.4137891383653409,1.5047354532494384
Take a short break,0.291938199780297,1.683251885053043
Stay active,0.3153839887496798,1.6525963959909418
Connect socially,0.47911982509171075,1.5247306519305859
Maintain habits,0.4257706901580325,1.535080394520707
Take a short break,0.39076288002210413,1.5813658141389086
Maintain habits,0.2911357948596122,1.6222599299680536
Connect socially,0.27765007926945523,1.618901056442
Maintain habits,0.3943058555578571,1.5852402025868628
Take a short break,0.493617742141957,1.4455482538925057
Maintain habits,0.4163706398990013,1.5680875443938782
Stay active,0.2580628292528275,1.638193724831005
Stay active,0.30645255898710566,1.6799822484638567
Maintain habits,0.28306463209893135,1.6789339886232713
Take a short break,0.33064290497427495,1.6551938863099613
Maintain habits,0.3134897265221409,1.6305228375561454
Take a short break,0.3102214531561202,1.5634693294590845
Stay active,0.35808833568830967,1.6292815094470061
Connect socially,0.4412807260363117,1.395597072391226
Prepare for bed,0.29190511117707313,1.7120218869462613
Take a short break,0.3700787369137745,1.5649448457111061
Maintain habits,0.3883341635288158,1.6089249285982015
Maintain habits,0.2916900644805768,1.7212221987389964
Maintain habits,0.39181494715594684,1.4814663374989034
Take a short break,0.23678911907776706,1.7311327546592787
Maintain habits,0.2681261358091243,1.645039697764283
Take a short break,0.3116743008384019,1.618792363831465
Connect socially,0.32733520003614575,1.618409636044297
Maintain habits,0.2693546418815769,1.6927352376643552
Connect socially,0.310313106048371,1.6633591103792034
Maintain habits,0.30259814468171453,1.6389360049214141
Take a short break,0.4732638491234915,1.4979625673902401
Stay active,0.3163609641660824,1.6132914323632732
Maintain habits,0.4523689154641226,1.5392281384305488
Maintain habits,0.5068298014869839,1.3987598872708806
Take a short break,0.2708524431218767,1.6806731049181132
Connect socially,0.4834830405948968,1.463314996153088
Maintain habits,0.36496985855330677,1.5539751273343723
Take a short break,0.37774482136205134,1.5658340366709391
Stay active,0.295644982879032,1.6951171344175788
Prepare for bed,0.5216608598202042,1.392301518682195
Connect socially,0.30040141754392174,1.6511809862217584
Connect socially,0.37897216889922114,1.560485888723934
Take a short break,0.389516770201294,1.6327291290885098
Connect socially,0.4583200619611461,1.523768707297162
Maintain habits,0.3090514813549627,1.660044908482567
Reduce screen time,0.23521393791497536,1.7213342766145634
Maintain habits,0.4606524072098836,1.5245081729210073
Stay active,0.2826637908243324,1.6550436730377036
Maintain habits,0.31227613594948733,1.610908551883624
Take a short break,0.30939443033528,1.6665040570376748
Stay active,0.2750026078593132,1.6774101076844836
Connect socially,0.2310634821294331,1.7613593119906361
Take a short break,0.3015387619014005,1.6714498434185447
Stay active,0.38446040261759634,1.5038085384151731
Maintain habits,0.31496130789967125,1.6657230079987158
Maintain habits,0.444313306901521,1.4983933738926858
Connect socially,0.36772391503600615,1.5971398606869012
Maintain habits,0.40482438541173527,1.5486506129582998
Take a short break,0.40672705271730514,1.565490061402605
Maintain habits,0.39075236357087245,1.6368166280870944
Take a short break,0.33788932215171735,1.6793302600509123
Maintain habits,0.39804600926696865,1.6044231709517722
Connect socially,0.28310075817648545,1.646198671164594
Take a short break,0.5853483628372423,1.3000052738715262
Connect socially,0.500229170872295,1.426055674867763
Stay active,0.3246658817446495,1.5809167016468704
Connect socially,0.32173516265669777,1.5809955322164886
Stay active,0.2465498309292419,1.73368128949215
Maintain habits,0.2957354634237534,1.5776536851303216
Take a short break,0.3320105588494639,1.5905491528622864
Take a short break,0.28429156384008447,1.7178154351853796
Maintain habits,0.2517580718654857,1.648567287557596
Stay active,0.27815615927216475,1.676754874573482
Maintain habits,0.3140713268085658,1.6354283998400372
Take a short break,0.5318909407690835,1.4053101361801414
Connect socially,0.5981899215399185,1.2940044518169669
Maintain habits,0.2733780774962104,1.725386655206451
Prepare for bed,0.4185407440274407,1.4844565798101104
Prepare for bed,0.4327305666538332,1.5927634494913752
Connect socially,0.2543757018991719,1.7165894859608337
Reduce screen time,0.24610253720144892,1.7625336828345084
Connect socially,0.2470428157879099,1.728995602991739
Connect socially,0.5264901308536196,1.411857595059592
Prepare for bed,0.2768388726323377,1.6125733548381764
Maintain habits,0.4114285465379779,1.472642799372795
Connect socially,0.26218085494587995,1.688332366072198
Take a short break,0.23162205569915487,1.7584032208016929
Take a short break,0.2431605931725599,1.7323673548151144
Maintain habits,0.25909403349546584,1.7526684799515084
Connect socially,0.4480081810845493,1.5022665842592289
Reduce screen time,0.37586982906877475,1.5476567623535857
Maintain habits,0.3605275442781715,1.599942513595513
Maintain habits,0.3357491936209073,1.6410011142318432
Maintain habits,0.4673834658158442,1.4625063018519802
Prepare for bed,0.36405314497382646,1.4831323037055077
Maintain habits,0.3762894751996685,1.6196248332123737
Prepare for bed,0.3736880766316978,1.625180584458334
Stay active,0.34681270823945487,1.6587126303300308
Connect socially,0.2629343441983303,1.6463815500136145
Connect socially,0.24641506927421736,1.7358101482325539
Reduce screen time,0.325373954507027,1.6780668091554953
Prepare for bed,0.33035170173859635,1.6568431335082485
Maintain habits,0.2995984084075758,1.7085867138946484
Maintain habits,0.3887371568833337,1.5034699343341704
Connect socially,0.506605328010539,1.458787371234241
Connect socially,0.357180350691672,1.628720906580466
Maintain habits,0.5282501988935675,1.3882622809276053
Take a short break,0.27055660880465676,1.7302436405363915
Prepare for bed,0.26658278404769836,1.7074597091225907
Maintain habits,0.3338118825293729,1.6936133329790795
Maintain habits,0.5425110456495652,1.3603898898447677
Maintain habits,0.7209540841154913,0.9934545035982837
Maintain habits,0.545225070643656,1.3611468764006212
Maintain habits,0.37306772884369327,1.616776533123462
Maintain habits,0.27930566602068263,1.6596335163839209
Maintain habits,0.5842325574247794,1.3056181666472213
Take a short break,0.24580537505487068,1.6763273874899007
Stay active,0.30045903587435985,1.6327532479269857
Connect socially,0.31070384555531405,1.7024724315023154
Stay active,0.34007714186521915,1.6133568067356312
Stay active,0.3753675030443959,1.6224939599282702
Connect socially,0.2778200910013756,1.6602002410142147
Stay active,0.23462902608113728,1.733011689761415
Take a short break,0.4265475015554413,1.4944303599067978
Reduce screen time,0.30633630336245804,1.6722280269275656
Reduce screen time,0.331382280440266,1.6780473544276535
Take a short break,0.30369339991583455,1.64209953233892
Prepare for bed,0.49445738375563775,1.451388536617235
Maintain habits,0.4142562845006426,1.4342480625713778
Take a short break,0.24795555516021903,1.697916434565239
Maintain habits,0.45344512376468693,1.5043672498404985
Connect socially,0.27959156362568577,1.6117895273927043
Take a short break,0.39776175000822406,1.5684968123640182
Maintain habits,0.26286718056603725,1.7529640527852008
Maintain habits,0.4720149155638848,1.3708541429400725
Stay active,0.28434469707004717,1.6818780755956526
Take a short break,0.34427170750120156,1.4873899321260433
Prepare for bed,0.31186628455494086,1.639608938987731
Maintain habits,0.5309810201906345,1.397533464966023
Reduce screen time,0.2637684930133293,1.6481159522246178
Take a short break,0.6289953648685964,1.205173941423439
Maintain habits,0.29836800032087907,1.639729167236665
Take a short break,0.48509907684468995,1.336728084401419
Maintain habits,0.30174496392160505,1.6403836625526271
Connect socially,0.27593601072232543,1.7148134990667776
Prepare for bed,0.27153480230401567,1.651790277651791
Maintain habits,0.2582284534787393,1.6900468109698112
Take a short break,0.41467684969865226,1.5348235757070228
Maintain habits,0.29072342595054695,1.7257446907227978
Stay active,0.31062132862971825,1.5996502509154973
Take a short break,0.3004663813159898,1.651318703957509
Stay active,0.27042674473258155,1.6510096903468816
Maintain habits,0.4127932134139289,1.5857623908872203
Take a short break,0.3020330538543502,1.7188304337719675
Maintain habits,0.39324524204729877,1.6070824519359046
Take a short break,0.378816855974098,1.5723237240533472
Prepare for bed,0.3336984048733788,1.6869649069000445
Take a short break,0.35657450711447986,1.5128093034220291
Maintain habits,0.30612147306354376,1.671542661451129
Maintain habits,0.29986214435179137,1.669098778620983
Take a short break,0.2483684147646454,1.7478068323817955
Maintain habits,0.22643571424752046,1.705701617501117
Connect socially,0.45584589369662265,1.4884283780460392
Maintain habits,0.6473798921897327,1.1718858895272493
Reduce screen time,0.27961841298976575,1.6839013970036403
Prepare for bed,0.3990436454654777,1.542717050308438
Take a short break,0.37739020024624276,1.5012373408574418
Maintain habits,0.3319734814833214,1.611337585993723
Stay active,0.265144502369064,1.6928386747611064
Maintain habits,0.5528107253917071,1.3686219527618289
Take a short break,0.4419784593885858,1.5372317320760973
Stay active,0.24490203845776354,1.7059616931674344
Connect socially,0.42252014463534154,1.5604651591616068
Take a short break,0.48307013507001595,1.5012362421405316
Prepare for bed,0.5103734312189087,1.412557998922737
Prepare for bed,0.25071843360504936,1.7033924459616923
Take a short break,0.4210212589091947,1.5669268408720303
Prepare for bed,0.5809650845199693,1.3353564671926645
Maintain habits,0.4223132432071699,1.566613310459485
Maintain habits,0.37636581947995973,1.6384884463503655
Maintain habits,0.38626755520683986,1.4593961659984147
Take a short break,0.37967233637279274,1.5943500752554332
Maintain habits,0.2762625055613239,1.590183810186648
Maintain habits,0.6163887295850958,1.2279067773483523
Take a short break,0.3482437269938919,1.5808864536916305
Connect socially,0.36376631733167125,1.466344272855134
Take a short break,0.36020136507455514,1.6194599724166132
Maintain habits,0.4120601887305011,1.5604535078613542
Take a short break,0.385711797087596,1.6195965585630627
Take a short break,0.33459102514451494,1.6727976402217457
Connect socially,0.24225649584843792,1.7307256531498585
Stay active,0.24901759358212988,1.715126880194233
Stay active,0.33224692256198707,1.7045840512555928
Prepare for bed,0.5141131990308959,1.3557493852415
Maintain habits,0.2920305548771251,1.6422547785260617
Take a short break,0.28207797843651927,1.6470175405680574
Prepare for bed,0.27032270318745405,1.7267735039434922
Maintain habits,0.2641392960236219,1.6335861834380214
Maintain habits,0.4392170244854649,1.525830782320233
Prepare for bed,0.25804468700487115,1.6819380516072802
Maintain habits,0.5234012884296534,1.4334461643312442
Connect socially,0.3004036745836348,1.7073868178457368
Maintain habits,0.43415120786461414,1.5514803890234705
Reduce screen time,0.28684682079472973,1.6908617632403968
Stay active,0.27428555623200096,1.7106434120894367
Maintain habits,0.2313805871633862,1.723821809008989
Maintain habits,0.3610359927479306,1.5806236095432893
Maintain habits,0.4467290417213741,1.525492521975706
Take a short break,0.2639494766171423,1.6988604403411935
Maintain habits,0.28712257482191883,1.717831834032613
Maintain habits,0.5319580905549051,1.3287733581340342
Prepare for bed,0.4126666836908601,1.5530210092143788
Stay active,0.31497490183027926,1.672642956588935
Prepare for bed,0.37573450995272745,1.6307608328310925
Take a short break,0.3201936741991258,1.6048801101901964
Maintain habits,0.3153813460899013,1.6069966374159415
Take a short break,0.38087290949975516,1.601142221351372
Prepare for bed,0.2585296571270789,1.6848709715866899
Take a short break,0.22979202927775982,1.717124418838933
Take a short break,0.27079516543819865,1.6935447584765133
Maintain habits,0.36287625463169476,1.602784511990212
Take a short break,0.3248960490351326,1.6192207477947484
Stay active,0.2808315618884011,1.6757678413304689
Reduce screen time,0.22850997195326705,1.744807683990082
Maintain habits,0.4936218733348383,1.4767290572621512
Reduce screen time,0.249911137982185,1.7399258792083616
Connect socially,0.34498198676794983,1.5717416074107287
Connect socially,0.25366820715339494,1.693842243871785
Prepare for bed,0.293002988087915,1.6460082060602756
Maintain habits,0.45441785153939745,1.528116242853563
Take a short break,0.25469090675146266,1.7033299619399798
Stay active,0.2611533449007297,1.7044239538426913
Take a short break,0.26539766483779176,1.6941589503168997
Maintain habits,0.2583288271023784,1.6994484841402964
Stay active,0.3385375367981799,1.5808475892833207
Maintain habits,0.47909363990532555,1.4174519885519052
Take a short break,0.3134484369636356,1.6632510478429392
Stay active,0.32492478761280813,1.605272261704993
Connect socially,0.3154540069910646,1.6019740494212635
Maintain habits,0.4637302299882817,1.4656280355699538
Maintain habits,0.26022844341299667,1.72947292332782
Stay active,0.31021571313831414,1.6078203366014798
Take a short break,0.3687595489197647,1.6014638399910235
Connect socially,0.5127891258105203,1.3914004771979758
Take a short break,0.2858820993993843,1.6463542596300322
Prepare for bed,0.25914924276328477,1.7464991480125354
Reduce screen time,0.28847258572533047,1.678031236685382
Stay active,0.2462302096852501,1.6937861470610591
Connect socially,0.42688479041292987,1.5568245808319912
Connect socially,0.5656799734839295,1.2901001704442752
Take a short break,0.2727272571261771,1.6679078876275055
Prepare for bed,0.3654682849269573,1.39144830781726
Take a short break,0.4012646628239404,1.5498418057210952
Prepare for bed,0.23589735191770564,1.7415008747443816
Reduce screen time,0.25330195718876936,1.7641391434200244
Reduce screen time,0.3054417382579923,1.6777005485574237
Maintain habits,0.2943715229053552,1.675764097593888
Stay active,0.41700437130652246,1.4686897840563997
Reduce screen time,0.22611975232815001,1.7428946082735925
Stay active,0.264913132275455,1.6508466899996286
Connect socially,0.41735798670337193,1.539115109854725
Maintain habits,0.41962681506134025,1.6011142539579817
Take a short break,0.36368025633071643,1.644738420991197
Maintain habits,0.49662548063653233,1.4130897146128771
Take a short break,0.23974376079375032,1.7376123066795568
Prepare for bed,0.36253652235795564,1.558898817506585
Maintain habits,0.33393990383025424,1.5709289193332605
Maintain habits,0.36641691234118295,1.4969916301591744
Connect socially,0.43383650582299804,1.505977912703521
Stay active,0.30007859276220694,1.6821868180798545
Stay active,0.245463342499727,1.7184737133000407
Maintain habits,0.30421077391488754,1.6093245296420289
Connect socially,0.4367944281226322,1.533350508920283
Prepare for bed,0.46828678300313276,1.4883263547270722
Stay active,0.2815940016282567,1.6782436427860263
Prepare for bed,0.29689455833363915,1.6572601032110756
Maintain habits,0.4315900309852787,1.5861415842574178
Maintain habits,0.31218851116703705,1.5503498362273687
Maintain habits,0.41187799345733894,1.5573077680689227
Connect socially,0.30805436465387764,1.628237750563294
Prepare for bed,0.39321938288312225,1.4549615199481636
Maintain habits,0.45428699955285995,1.5286417942111896
Maintain habits,0.43735662505762335,1.5455173679271352
Prepare for bed,0.40819122842668465,1.5598381853615584
Take a short break,0.26011954515257885,1.7425957688109102
Maintain habits,0.30181687384533906,1.6981527162523893
Connect socially,0.37062571343398826,1.6038970929407557
Maintain habits,0.4308849423348189,1.4810602561727957
Connect socially,0.5201467858620468,1.4418365324957323
Stay active,0.3408717966715047,1.5957267475508523
Maintain habits,0.3205609417603874,1.6568984388830266
Stay active,0.24501802275447754,1.717754680925759
Maintain habits,0.24104326201513568,1.7103384642277293
Reduce screen time,0.3518057931961595,1.5600853846005471
Maintain habits,0.43370881783956494,1.538420381520735
Take a short break,0.4308362625796994,1.5205994575622315
Maintain habits,0.2794436571782012,1.6828146465843277
Stay active,0.26597478566773675,1.6966934151962199
Prepare for bed,0.30876464805535864,1.6444777429115882
Maintain habits,0.2653353311842028,1.6646775249230594
Prepare for bed,0.591190475587471,1.2628639777522555
Take a short break,0.7194935498052714,1.0083568546945925
Stay active,0.4144506304499625,1.5531322342424132
Connect socially,0.4407992747163602,1.4283608177377174
Take a short break,0.3362075357177159,1.5634341623024133
Maintain habits,0.25109555924424076,1.7540167585856585
Prepare for bed,0.32024029606818133,1.6446458434235462
Take a short break,0.29806016897833343,1.6453659326281291
Maintain habits,0.5549908793455937,1.3778313030428984
Prepare for bed,0.4623223069130756,1.528370534656776
Maintain habits,0.6136651598556565,1.2036083054290179
Reduce screen time,0.2864682901637187,1.6869273684276622
Connect socially,0.2795301936147273,1.659163406144693
Stay active,0.38773172904482023,1.5721090228026453
Stay active,0.31051882280264137,1.6631997036904484
Take a short break,0.27530155951644036,1.720182463528981
Stay active,0.35289188374828134,1.6029812381738764
Take a short break,0.2768827237441808,1.666295775019908
Take a short break,0.4081167232817627,1.4540610833172034
Maintain habits,0.34207415451215584,1.694639952593171
Take a short break,0.34417332406853923,1.5660935069992585
Connect socially,0.4498501444978594,1.5128404804676916
Maintain habits,0.24783696989434403,1.669642191432246
Reduce screen time,0.3310221879659865,1.616904133007288
Stay active,0.35403600779767513,1.6128488746332228
Maintain habits,0.3436600262754024,1.6176738240850324
Maintain habits,0.33364991679958195,1.6365082083286928
Reduce screen time,0.26318223966001697,1.6858064783806763
Stay active,0.2997074361452132,1.675097466878682
Prepare for bed,0.4212488629986412,1.5443041477087616
Maintain habits,0.30050399186993326,1.6866464812707063
Take a short break,0.44310431673753814,1.5662259933585276
Maintain habits,0.35384236568436567,1.5037571898863535
Take a short break,0.2786282168292344,1.653289957254429
Maintain habits,0.23437687188017997,1.7304533591012012
Reduce screen time,0.25815146426112245,1.7051349872794295
Maintain habits,0.3007626213548675,1.691604564725191
Maintain habits,0.3906475685657517,1.6374946047833068
Take a short break,0.5960459374714292,1.276258011498442
Maintain habits,0.31879135160005806,1.618085923987584
Prepare for bed,0.5593819767153607,1.3005145743732798
Prepare for bed,0.30471119592009915,1.577300503126314
Reduce screen time,0.25299909520849917,1.7008367441809298
Prepare for bed,0.6286105612137304,1.2055764250504377
Connect socially,0.5351765876240481,1.3949467894160557
Connect socially,0.40812774384330824,1.5486250303981233
Maintain habits,0.3384747820420118,1.669717744281269
Take a short break,0.42403637755127854,1.5688878109576379
Stay active,0.2666030350109142,1.7308196628532908
Reduce screen time,0.3413114254211652,1.6243010425584814
Connect socially,0.43673183384889924,1.5421147995547584
Maintain habits,0.5547361609839052,1.3856733853295071
Take a short break,0.29513927873407286,1.6402561212365359
Take a short break,0.26944104725160833,1.6595477767033675
Take a short break,0.36195762939411036,1.4855926799861199
Maintain habits,0.23250833986167999,1.717930908943618
Take a short break,0.46859442272709645,1.5199083869091397
